nickname,tempo_de_jogo,trofeus,nivel,deck
Player0023,57,3659,10,"Mago, Descarga, Cabana de Bárbaros, Canhão, Torre Inferno, Relâmpago, Tornado, Príncipe"
Player0024,495,2258,9,"Bruxa, Zap, Fúria, Gigante, Veneno, Cavaleiro, Bola de Fogo, Executor"
Player0025,450,3409,12,"Canhão, Descarga, Veneno, Dragão Bebê, Mago, Coletor de Elixir, Cabana de Bárbaros, Bruxa"
Player0026,492,3475,9,"Coletor de Elixir, Mosqueteira, Canhão, Mago, Tornado, P.E.K.K.A, Golem, Veneno"
Player0027,236,4571,9,"Coletor de Elixir, Descarga, Mago, Lápide, Mosqueteira, Cabana de Bárbaros, Torre Inferno, Bárbaros"
Player0028,207,4208,10,"Veneno, Mago, Torre Inferno, P.E.K.K.A, Mega Servo, Canhão, Fúria, Zap"
Player0029,310,5996,12,"P.E.K.K.A, Tornado, Dragão Bebê, Coletor de Elixir, Bruxa, Canhão, Golem, Príncipe"
Player0030,118,2182,11,"Descarga, Gigante, P.E.K.K.A, Canhão, Golem, Arqueiras, Executor, Mago"
Player0031,301,2127,10,"Cabana de Bárbaros, Príncipe, Mago de Gelo, Zap, Canhão, Mosqueteira, Bola de Fogo, Gigante"
Player0032,366,5762,13,"Mago de Gelo, Fúria, Príncipe, P.E.K.K.A, Corredor, Mosqueteira, Descarga, Fornalha"
Player0033,402,2835,9,"Golem, Torre de Bombas, Executor, Mago, Mosqueteira, Cabana de Goblins, Cabana de Bárbaros, Mini P.E.K.K.A"
Player0034,139,5602,9,"Lápide, Tornado, Cavaleiro, Bárbaros, Executor, P.E.K.K.A, Descarga, Mosqueteira"
Player0035,199,3582,14,"Cavaleiro, Canhão, Bruxa, Príncipe, Arqueiras, Relâmpago, Descarga, P.E.K.K.A"
Player0036,132,5646,13,"P.E.K.K.A, Torre Inferno, Mago de Gelo, Arqueiras, Torre de Bombas, Corredor, Cabana de Goblins, Mega Servo"
Player0037,155,3689,9,"Golem, Fúria, Lápide, P.E.K.K.A, Mega Servo, Torre de Bombas, Relâmpago, Bruxa"
Player0038,427,2204,12,"Tornado, Cabana de Goblins, Golem, Dragão Bebê, Príncipe, Zap, Arqueiras, Cavaleiro"
Player0039,473,4240,9,"Dragão Bebê, Tornado, Torre Inferno, Arqueiras, Descarga, Mago, Gigante, Fornalha"
Player0040,265,3287,11,"Veneno, Mosqueteira, Descarga, Cavaleiro, Arqueiras, Cabana de Goblins, Fúria, Zap"
Player0041,233,2250,12,"Arqueiras, Mosqueteira, Coletor de Elixir, Príncipe, Gigante, Golem, Mini P.E.K.K.A, Lápide"
Player0042,207,5586,11,"Mago, Cavaleiro, Mago de Gelo, Arqueiras, Dragão Bebê, Relâmpago, Executor, Cabana de Goblins"
Player0043,458,4996,14,"Torre de Bombas, Príncipe, Bruxa, Veneno, Fúria, Corredor, Mini P.E.K.K.A, Cabana de Goblins"
Player0044,242,5545,9,"Coletor de Elixir, Fúria, Cavaleiro, Mago de Gelo, Bruxa, Lápide, Torre Inferno, Bárbaros"
Player0045,341,2194,11,"Gigante, Tornado, Fúria, Fornalha, P.E.K.K.A, Torre Inferno, Veneno, Bruxa"
Player0046,120,4348,10,"Dragão Bebê, P.E.K.K.A, Mini P.E.K.K.A, Arqueiras, Mosqueteira, Fúria, Executor, Torre Inferno"
Player0047,146,2748,14,"Lápide, Príncipe, Mago de Gelo, Mosqueteira, Mini P.E.K.K.A, Coletor de Elixir, Tornado, Descarga"
Player0048,295,5171,14,"Torre Inferno, Cabana de Goblins, Mago, Executor, Descarga, Dragão Bebê, Corredor, Bola de Fogo"
Player0049,230,3459,9,"Arqueiras, Fornalha, Relâmpago, Fúria, Mago de Gelo, Torre Inferno, Cavaleiro, Mega Servo"
Player0050,234,3984,10,"Executor, Dragão Bebê, Tornado, Bárbaros, Relâmpago, Coletor de Elixir, Cabana de Bárbaros, Zap"
Player0051,475,2787,14,"Descarga, Bárbaros, Bruxa, Arqueiras, Relâmpago, Tornado, Dragão Bebê, Executor"
Player0052,195,5398,12,"Gigante, Fúria, Cabana de Goblins, Veneno, Executor, Mosqueteira, Corredor, Dragão Bebê"
Player0053,370,5887,10,"Canhão, Mosqueteira, Zap, Executor, Arqueiras, Príncipe, Descarga, Torre de Bombas"
Player0054,200,5793,12,"Mini P.E.K.K.A, Príncipe, Corredor, Cavaleiro, Gigante, Coletor de Elixir, Fúria, Mega Servo"
Player0055,380,4070,12,"Executor, Arqueiras, Bárbaros, Descarga, Golem, Canhão, Coletor de Elixir, Mosqueteira"
Player0056,413,5404,11,"Relâmpago, Mega Servo, Torre Inferno, Bola de Fogo, Veneno, Príncipe, Tornado, Bruxa"
Player0057,422,2420,14,"Tornado, P.E.K.K.A, Príncipe, Mega Servo, Descarga, Torre de Bombas, Corredor, Dragão Bebê"
Player0058,140,2717,14,"Cavaleiro, Príncipe, Coletor de Elixir, Tornado, Mago, Zap, Fornalha, Mega Servo"
Player0059,302,5369,12,"Coletor de Elixir, Gigante, Cavaleiro, Veneno, Mosqueteira, Zap, Tornado, Cabana de Goblins"
Player0060,389,3205,9,"Mega Servo, Mago, Mago de Gelo, Fornalha, Fúria, Torre Inferno, Gigante, Dragão Bebê"
Player0061,408,3554,14,"Cavaleiro, Executor, Lápide, Gigante, Zap, Mago de Gelo, Torre Inferno, Bola de Fogo"
Player0062,378,2699,10,"Cabana de Bárbaros, Bárbaros, Coletor de Elixir, Mega Servo, Mago de Gelo, Mini P.E.K.K.A, Príncipe, Zap"
Player0063,345,4879,9,"Executor, Gigante, Corredor, Cabana de Bárbaros, Fúria, P.E.K.K.A, Torre Inferno, Bruxa"
Player0064,338,2648,14,"Golem, Torre de Bombas, Canhão, Cabana de Goblins, Príncipe, Tornado, Lápide, Veneno"
Player0065,394,5944,12,"Cabana de Goblins, Coletor de Elixir, Mega Servo, Fúria, Mago de Gelo, Bárbaros, Descarga, Bola de Fogo"
Player0066,431,5955,12,"Golem, Mago, Zap, Bárbaros, Fornalha, Tornado, Mosqueteira, Torre Inferno"
Player0067,101,5608,13,"Torre Inferno, Príncipe, Fúria, Dragão Bebê, Golem, Mago de Gelo, Mago, Cavaleiro"
Player0068,176,3003,9,"Cabana de Goblins, Bruxa, Cabana de Bárbaros, Mini P.E.K.K.A, Arqueiras, Mago, Dragão Bebê, Golem"
Player0069,212,3613,13,"Bola de Fogo, Mega Servo, Mago de Gelo, Canhão, Relâmpago, Fúria, Descarga, Gigante"
Player0070,236,2919,12,"Canhão, Veneno, Golem, Torre Inferno, Dragão Bebê, Tornado, Mago, Corredor"
Player0071,427,3252,12,"Corredor, Canhão, Cabana de Goblins, Mega Servo, Executor, Príncipe, Mago de Gelo, Lápide"
Player0072,183,2602,14,"Mosqueteira, Tornado, Bruxa, Lápide, Dragão Bebê, Relâmpago, Bola de Fogo, Canhão"
Player0073,267,3686,13,"Mini P.E.K.K.A, Executor, Torre Inferno, Lápide, Cabana de Bárbaros, Corredor, Bárbaros, Fúria"
Player0074,484,2204,12,"Príncipe, Coletor de Elixir, Torre de Bombas, Mago, Mago de Gelo, Cavaleiro, Dragão Bebê, Descarga"
Player0075,492,5142,9,"Príncipe, Canhão, Cabana de Goblins, Mega Servo, Mago, Tornado, Zap, Torre Inferno"
Player0076,248,5156,13,"Bárbaros, Zap, Veneno, Torre de Bombas, Dragão Bebê, Bola de Fogo, P.E.K.K.A, Mago"
Player0077,130,3157,9,"Golem, Arqueiras, Relâmpago, Veneno, P.E.K.K.A, Descarga, Torre Inferno, Corredor"
Player0078,459,2106,13,"Relâmpago, Bola de Fogo, P.E.K.K.A, Mini P.E.K.K.A, Dragão Bebê, Coletor de Elixir, Golem, Cabana de Bárbaros"
Player0079,322,5780,9,"Bárbaros, Arqueiras, Cabana de Bárbaros, Bola de Fogo, Mega Servo, Cavaleiro, Veneno, Canhão"
Player0080,460,4762,11,"Cabana de Bárbaros, Bárbaros, Cavaleiro, Mosqueteira, Mega Servo, Príncipe, Veneno, Cabana de Goblins"
Player0081,391,2973,14,"Mini P.E.K.K.A, P.E.K.K.A, Executor, Golem, Torre de Bombas, Dragão Bebê, Fúria, Torre Inferno"
Player0082,208,2212,9,"Arqueiras, Bárbaros, Fornalha, Descarga, P.E.K.K.A, Torre Inferno, Veneno, Canhão"
Player0083,271,5269,14,"Mosqueteira, Cavaleiro, Coletor de Elixir, Fornalha, Dragão Bebê, Mini P.E.K.K.A, Executor, Cabana de Goblins"
Player0084,373,4736,10,"Gigante, Golem, Coletor de Elixir, Dragão Bebê, Cavaleiro, Corredor, Tornado, Mega Servo"
Player0085,238,4168,11,"Cabana de Bárbaros, Executor, Corredor, Dragão Bebê, Fornalha, Lápide, P.E.K.K.A, Descarga"
Player0086,492,5750,10,"Bruxa, Príncipe, Cabana de Bárbaros, Coletor de Elixir, Corredor, Mini P.E.K.K.A, Dragão Bebê, Fúria"
Player0087,261,2417,12,"Gigante, Mini P.E.K.K.A, Mosqueteira, Mega Servo, Executor, Bola de Fogo, Relâmpago, Canhão"
Player0088,192,4441,11,"P.E.K.K.A, Bruxa, Relâmpago, Mago, Canhão, Arqueiras, Zap, Lápide"
Player0089,252,3519,10,"Cavaleiro, Arqueiras, Mega Servo, Canhão, Coletor de Elixir, Corredor, Cabana de Bárbaros, Descarga"
Player0090,172,4176,11,"Descarga, Zap, Cabana de Bárbaros, Canhão, Dragão Bebê, Lápide, Fornalha, Mago de Gelo"
Player0091,235,4630,14,"Torre Inferno, Bárbaros, Zap, Dragão Bebê, Bola de Fogo, Gigante, Descarga, Fornalha"
Player0092,185,5946,14,"Zap, Tornado, Gigante, Lápide, Canhão, Golem, Relâmpago, Fornalha"
Player0093,104,2649,9,"Corredor, Torre Inferno, Bárbaros, Executor, Torre de Bombas, Mega Servo, Tornado, Lápide"
Player0094,272,2757,13,"Mega Servo, Mago, Gigante, Príncipe, Zap, Mago de Gelo, Arqueiras, Tornado"
Player0095,313,5180,13,"Bárbaros, Cabana de Goblins, Tornado, Cabana de Bárbaros, Descarga, Zap, Mago de Gelo, P.E.K.K.A"
Player0096,63,3340,12,"Mosqueteira, Mago, P.E.K.K.A, Torre de Bombas, Corredor, Cabana de Goblins, Lápide, Cavaleiro"
Player0097,99,3013,10,"Príncipe, Torre Inferno, Coletor de Elixir, Zap, Mago, Mini P.E.K.K.A, Relâmpago, Bruxa"
Player0098,374,5713,10,"Bárbaros, Executor, Dragão Bebê, Canhão, Arqueiras, Cabana de Bárbaros, Mosqueteira, Tornado"
Player0099,498,3873,10,"Príncipe, Corredor, Coletor de Elixir, Canhão, Mega Servo, Mini P.E.K.K.A, Fornalha, Cabana de Bárbaros"
Player0100,476,5908,13,"Bola de Fogo, Torre de Bombas, Fúria, Executor, Mega Servo, Bárbaros, Mosqueteira, Zap"
Player0101,70,4959,13,"Canhão, Corredor, Gigante, Príncipe, Mosqueteira, Mega Servo, Bola de Fogo, Tornado"
Player0102,412,4415,13,"Fornalha, Executor, Bárbaros, Mini P.E.K.K.A, Corredor, Mago de Gelo, Descarga, Mosqueteira"
Player0103,139,3693,13,"Arqueiras, Bola de Fogo, Golem, Mago de Gelo, Torre Inferno, Mosqueteira, Gigante, Tornado"
Player0104,290,5596,10,"Executor, Descarga, Bárbaros, Golem, P.E.K.K.A, Mini P.E.K.K.A, Mago de Gelo, Torre Inferno"
Player0105,61,2166,14,"Torre Inferno, Cabana de Bárbaros, Arqueiras, Coletor de Elixir, P.E.K.K.A, Torre de Bombas, Fúria, Golem"
Player0106,470,5629,9,"Cabana de Goblins, Torre Inferno, Cabana de Bárbaros, Mini P.E.K.K.A, Arqueiras, Canhão, Mago, Bárbaros"
Player0107,60,3770,11,"Bruxa, Torre de Bombas, Coletor de Elixir, Mago, Cavaleiro, Veneno, Fornalha, Arqueiras"
Player0108,301,5751,12,"Executor, Veneno, Arqueiras, Corredor, Bola de Fogo, Torre Inferno, Cabana de Bárbaros, Cabana de Goblins"
Player0109,238,3049,11,"Executor, Mago de Gelo, Tornado, Torre de Bombas, Cavaleiro, Mosqueteira, Príncipe, Descarga"
Player0110,372,3727,11,"Arqueiras, Corredor, Tornado, Torre de Bombas, Golem, Canhão, Lápide, P.E.K.K.A"
Player0111,132,5758,14,"P.E.K.K.A, Gigante, Executor, Tornado, Arqueiras, Golem, Corredor, Cabana de Goblins"
Player0112,300,3525,12,"Corredor, Relâmpago, Executor, Mini P.E.K.K.A, Dragão Bebê, Veneno, Golem, Tornado"
Player0113,244,2304,12,"Cabana de Bárbaros, Torre de Bombas, Mago, Golem, Mini P.E.K.K.A, Relâmpago, Canhão, Bárbaros"
Player0114,337,4083,12,"Dragão Bebê, Fúria, Corredor, Mago, Torre de Bombas, Príncipe, Cavaleiro, Golem"
Player0115,238,3464,12,"Descarga, Gigante, Corredor, Executor, Mago de Gelo, Coletor de Elixir, Tornado, Fúria"
Player0116,222,3270,9,"Bárbaros, Mago de Gelo, P.E.K.K.A, Fúria, Torre de Bombas, Mosqueteira, Mini P.E.K.K.A, Corredor"
Player0117,190,2738,11,"Bola de Fogo, Lápide, Fúria, Mini P.E.K.K.A, Mosqueteira, Bárbaros, Mago, Cavaleiro"
Player0118,131,4479,10,"Canhão, Cavaleiro, Mega Servo, Torre Inferno, Bárbaros, Fornalha, Cabana de Goblins, Príncipe"
Player0119,466,5471,11,"Bola de Fogo, Dragão Bebê, Veneno, Mago de Gelo, Lápide, Mega Servo, Zap, Príncipe"
Player0120,472,3110,14,"Mini P.E.K.K.A, Relâmpago, Arqueiras, Bola de Fogo, Canhão, Mago de Gelo, Fornalha, Torre de Bombas"
Player0121,139,3782,9,"Cavaleiro, Coletor de Elixir, Mega Servo, Bola de Fogo, Torre Inferno, Executor, Arqueiras, Relâmpago"
Player0122,292,2771,14,"Mosqueteira, Fúria, Gigante, Lápide, Cabana de Goblins, Descarga, Cavaleiro, Mega Servo"
Player0123,467,5862,13,"Bárbaros, Cabana de Bárbaros, Relâmpago, Mosqueteira, Dragão Bebê, Mago de Gelo, Tornado, Bola de Fogo"
Player0124,100,2647,11,"Príncipe, Coletor de Elixir, Golem, Torre Inferno, Corredor, Cabana de Goblins, Mosqueteira, Bola de Fogo"
Player0125,183,2965,13,"Torre de Bombas, Cabana de Goblins, Mago de Gelo, Golem, Canhão, Cavaleiro, Bruxa, Torre Inferno"
Player0126,346,2377,14,"Bola de Fogo, Lápide, Príncipe, Tornado, Mega Servo, Bárbaros, Relâmpago, Cabana de Bárbaros"
Player0127,239,2271,14,"Veneno, Lápide, Torre Inferno, Corredor, P.E.K.K.A, Executor, Gigante, Cabana de Goblins"
Player0128,220,3314,14,"Bruxa, Mago de Gelo, Cabana de Goblins, Veneno, Gigante, Cabana de Bárbaros, Zap, Mini P.E.K.K.A"
Player0129,367,2783,12,"Mago de Gelo, Dragão Bebê, Descarga, Príncipe, Cabana de Goblins, Cavaleiro, Coletor de Elixir, Tornado"
Player0130,128,5579,9,"Mini P.E.K.K.A, Descarga, Gigante, Golem, Mega Servo, Bruxa, Bárbaros, Cavaleiro"
Player0131,85,5731,11,"Gigante, Cabana de Bárbaros, Mosqueteira, Veneno, Dragão Bebê, Torre Inferno, Cabana de Goblins, Mago de Gelo"
Player0132,285,5195,11,"Torre de Bombas, Golem, Canhão, Coletor de Elixir, Fornalha, Dragão Bebê, Mega Servo, Lápide"
Player0133,462,2344,12,"Bárbaros, Bruxa, Torre de Bombas, Golem, Mega Servo, Corredor, Canhão, Executor"
Player0134,111,5983,13,"P.E.K.K.A, Torre de Bombas, Mago, Corredor, Tornado, Canhão, Veneno, Executor"
Player0135,437,3057,10,"Golem, Fornalha, Mago de Gelo, Torre de Bombas, Mago, Lápide, Cabana de Goblins, Executor"
Player0136,434,4822,9,"Mago, Mosqueteira, Dragão Bebê, Cavaleiro, Canhão, Mago de Gelo, Bárbaros, Mega Servo"
Player0137,242,5898,10,"Bruxa, Cavaleiro, Lápide, Bola de Fogo, Mini P.E.K.K.A, Mago de Gelo, Fornalha, Dragão Bebê"
Player0138,169,2948,11,"Mosqueteira, Torre Inferno, Mago de Gelo, Mini P.E.K.K.A, Fúria, Mago, Bola de Fogo, Arqueiras"
Player0139,95,3506,13,"Dragão Bebê, Mago, Mosqueteira, Zap, Bárbaros, Cabana de Bárbaros, P.E.K.K.A, Cabana de Goblins"
Player0140,348,2521,12,"Relâmpago, Coletor de Elixir, Executor, Mini P.E.K.K.A, Mega Servo, Fornalha, Golem, P.E.K.K.A"
Player0141,112,3053,10,"Bola de Fogo, Mosqueteira, Cavaleiro, Mago de Gelo, Zap, Corredor, Descarga, Fornalha"
Player0142,60,4540,12,"Canhão, Lápide, P.E.K.K.A, Torre Inferno, Golem, Bruxa, Mago de Gelo, Fornalha"
Player0143,278,4380,9,"Mega Servo, Fúria, Mosqueteira, Arqueiras, Cabana de Bárbaros, Mago de Gelo, Descarga, Dragão Bebê"
Player0144,293,4569,11,"Torre de Bombas, Torre Inferno, Veneno, Fornalha, Mago de Gelo, Cavaleiro, Tornado, Bola de Fogo"
Player0145,70,2918,11,"Cabana de Goblins, Príncipe, Fúria, Lápide, Mago de Gelo, Tornado, Coletor de Elixir, Bola de Fogo"
Player0146,120,2065,9,"Zap, Torre Inferno, Lápide, Mago, Bola de Fogo, Mega Servo, Fúria, Torre de Bombas"
Player0147,252,4324,11,"Mago, Bruxa, Bárbaros, Golem, Coletor de Elixir, Torre Inferno, Príncipe, Mosqueteira"
Player0148,336,3356,10,"Arqueiras, Executor, Golem, Torre de Bombas, Coletor de Elixir, Fornalha, Cavaleiro, Relâmpago"
Player0149,71,5276,9,"Cabana de Bárbaros, Tornado, Zap, Mago, Executor, Fornalha, Gigante, Descarga"
Player0150,91,2682,11,"Descarga, Mosqueteira, Bruxa, Cabana de Goblins, Arqueiras, Fornalha, Tornado, Cabana de Bárbaros"
Player0151,160,4133,11,"Arqueiras, Veneno, Descarga, Fornalha, Mini P.E.K.K.A, Fúria, Príncipe, Lápide"
Player0152,392,4868,13,"Torre Inferno, Mago de Gelo, Canhão, Veneno, Bruxa, Descarga, Mago, Mega Servo"
Player0153,68,5877,12,"Zap, Relâmpago, Dragão Bebê, Fornalha, Mega Servo, P.E.K.K.A, Gigante, Mago de Gelo"
Player0154,426,6000,10,"Bárbaros, Cabana de Bárbaros, Dragão Bebê, Mega Servo, Torre de Bombas, Gigante, Príncipe, Veneno"
Player0155,204,3981,11,"Canhão, Mago de Gelo, Bruxa, Mosqueteira, Executor, Mago, Mini P.E.K.K.A, Corredor"
Player0156,196,5545,11,"Príncipe, Cavaleiro, Cabana de Goblins, Torre Inferno, Veneno, Descarga, Tornado, Mago de Gelo"
Player0157,240,2011,12,"Cavaleiro, Bola de Fogo, Executor, Canhão, Coletor de Elixir, Dragão Bebê, Bárbaros, Corredor"
Player0158,175,3987,11,"Mini P.E.K.K.A, Dragão Bebê, Fúria, Tornado, Veneno, Mago de Gelo, Bola de Fogo, Canhão"
Player0159,281,2013,13,"Corredor, Coletor de Elixir, Torre de Bombas, Mago, Gigante, Arqueiras, Fúria, Mago de Gelo"
Player0160,307,5043,11,"Coletor de Elixir, Torre de Bombas, Corredor, Torre Inferno, P.E.K.K.A, Descarga, Relâmpago, Lápide"
Player0161,65,5448,12,"Mago de Gelo, Torre de Bombas, Mosqueteira, Lápide, Mega Servo, Tornado, Mago, Zap"
Player0162,318,5683,13,"Torre de Bombas, Dragão Bebê, Príncipe, Cabana de Goblins, Gigante, Mega Servo, Mago de Gelo, Mosqueteira"
Player0163,126,5829,12,"Lápide, Descarga, Mega Servo, Fornalha, Arqueiras, Zap, Golem, P.E.K.K.A"
Player0164,485,2477,11,"Arqueiras, Veneno, Cavaleiro, Lápide, Príncipe, Torre Inferno, Golem, Mago de Gelo"
Player0165,408,3715,9,"Bruxa, Mago de Gelo, Mosqueteira, Cabana de Bárbaros, Arqueiras, Tornado, Lápide, Torre Inferno"
Player0166,109,5675,14,"Cabana de Goblins, Golem, Torre de Bombas, Príncipe, Fornalha, Bruxa, Veneno, Mago de Gelo"
Player0167,177,2906,14,"Dragão Bebê, Fornalha, Mago de Gelo, Príncipe, Coletor de Elixir, Gigante, Tornado, Descarga"
Player0168,246,3344,11,"Torre Inferno, Gigante, Dragão Bebê, Mago, Lápide, Relâmpago, Fúria, Corredor"
Player0169,214,3214,14,"Bola de Fogo, Bruxa, Cabana de Bárbaros, Mago, Cavaleiro, P.E.K.K.A, Coletor de Elixir, Príncipe"
Player0170,99,3655,9,"Mini P.E.K.K.A, Cavaleiro, Golem, Descarga, Gigante, Veneno, Mago, Torre Inferno"
Player0171,408,5436,13,"Descarga, Príncipe, Torre de Bombas, Bola de Fogo, Relâmpago, Cabana de Goblins, Bruxa, Torre Inferno"
Player0172,366,3554,12,"Mega Servo, Veneno, Relâmpago, Fúria, Mago de Gelo, Corredor, Canhão, Cabana de Goblins"
Player0173,88,5167,12,"Executor, Golem, Lápide, Canhão, Arqueiras, Zap, Bruxa, Bárbaros"
Player0174,112,3132,10,"Zap, Mosqueteira, Bárbaros, Mago, Cavaleiro, Lápide, Mega Servo, Mini P.E.K.K.A"
Player0175,491,3065,11,"Descarga, Príncipe, Arqueiras, Veneno, Dragão Bebê, Mega Servo, Relâmpago, Lápide"
Player0176,405,3263,9,"Mega Servo, Mago, Cabana de Goblins, Cabana de Bárbaros, Coletor de Elixir, Gigante, Relâmpago, Mini P.E.K.K.A"
Player0177,141,3580,10,"Príncipe, Golem, Fúria, Tornado, Descarga, Gigante, Bruxa, Torre Inferno"
Player0178,76,2002,12,"Tornado, Fúria, Cabana de Goblins, Zap, Torre Inferno, Príncipe, Descarga, Gigante"
Player0179,146,2746,12,"Mini P.E.K.K.A, Fornalha, Mega Servo, Relâmpago, Dragão Bebê, Descarga, Bola de Fogo, Veneno"
Player0180,433,3776,14,"Relâmpago, Arqueiras, Mini P.E.K.K.A, Mosqueteira, Lápide, Torre Inferno, Bárbaros, Cabana de Bárbaros"
Player0181,492,2803,9,"Executor, Príncipe, Descarga, Mini P.E.K.K.A, Lápide, Bola de Fogo, Mago, Torre de Bombas"
Player0182,346,5669,14,"Príncipe, Mega Servo, Torre de Bombas, Cabana de Bárbaros, Corredor, Tornado, Fúria, Zap"
Player0183,151,2785,10,"Lápide, Cavaleiro, Dragão Bebê, Coletor de Elixir, Mago de Gelo, Corredor, Mosqueteira, Bárbaros"
Player0184,363,3467,14,"Bruxa, Relâmpago, Mago de Gelo, Fúria, Bárbaros, Tornado, Corredor, Arqueiras"
Player0185,283,3728,9,"Mini P.E.K.K.A, Executor, Mosqueteira, Bola de Fogo, Mago, Cabana de Bárbaros, Lápide, Relâmpago"
Player0186,307,2708,10,"Cabana de Bárbaros, Corredor, P.E.K.K.A, Dragão Bebê, Mini P.E.K.K.A, Lápide, Mega Servo, Coletor de Elixir"
Player0187,262,5528,9,"Mega Servo, Príncipe, Mago, Gigante, Corredor, Fornalha, Torre Inferno, Relâmpago"
Player0188,208,3548,14,"Cabana de Goblins, Golem, Cabana de Bárbaros, Dragão Bebê, Bruxa, Mega Servo, Descarga, Executor"
Player0189,497,4497,14,"Mini P.E.K.K.A, Coletor de Elixir, Bruxa, Torre de Bombas, P.E.K.K.A, Descarga, Gigante, Cavaleiro"
Player0190,68,5694,11,"Dragão Bebê, Bruxa, Corredor, Veneno, Gigante, P.E.K.K.A, Cabana de Bárbaros, Príncipe"
Player0191,342,2313,13,"Cavaleiro, Fornalha, Mini P.E.K.K.A, P.E.K.K.A, Corredor, Relâmpago, Zap, Dragão Bebê"
Player0192,238,3674,11,"Fúria, Descarga, Arqueiras, Príncipe, Mago, Mago de Gelo, Bruxa, Torre de Bombas"
Player0193,357,2843,9,"Gigante, Mega Servo, Cabana de Bárbaros, Lápide, Mosqueteira, Cavaleiro, Dragão Bebê, Bárbaros"
Player0194,102,5641,13,"Cabana de Bárbaros, Torre de Bombas, P.E.K.K.A, Dragão Bebê, Cavaleiro, Príncipe, Mosqueteira, Tornado"
Player0195,76,2586,14,"Mago de Gelo, Mega Servo, Lápide, Canhão, Descarga, Bárbaros, Bola de Fogo, Gigante"
Player0196,96,5142,10,"Cabana de Bárbaros, Torre de Bombas, Arqueiras, Fornalha, Lápide, Bola de Fogo, Canhão, Mega Servo"
Player0197,379,3207,12,"Mini P.E.K.K.A, Veneno, Zap, Torre Inferno, Golem, Corredor, Torre de Bombas, Cavaleiro"
Player0198,383,5127,12,"Príncipe, Cabana de Goblins, Cabana de Bárbaros, Mago de Gelo, Lápide, Bruxa, Golem, Descarga"
